,Time,Names,ConfirmedCases,Recovered,Deaths,Population,LandArea,MedianAge,German
16130,2020-06-10,KAZAKHSTAN,13319,8015,8015,18776707,2699700,31,Kasachstan
16131,2020-06-10,KENYA,2989,873,873,53771296,569140,20,Kenia
16132,2020-06-10,KIRIBATI,0,0,0,119449,810,23,Kiribati
16133,2020-06-10,KUWAIT,33140,22162,22162,4270571,17820,37,Kuwait
16134,2020-06-10,KYRGYZSTAN,2093,1572,1572,6524195,191800,26,Kyrgyzstan
16135,2020-06-10,LAOS,19,19,19,7275560,230800,24,Laos
16136,2020-06-10,LATVIA,1089,794,794,1886198,62200,44,Lettland
16137,2020-06-10,LEBANON,1368,795,795,6825445,10230,30,Libanon
16138,2020-06-10,LESOTHO,4,2,2,2142249,30360,24,Lesotho
16139,2020-06-10,LIBERIA,383,199,199,5057681,96320,19,Liberia
16140,2020-06-10,LIBYA,359,58,58,6871292,1759540,29,Libyen
16141,2020-06-10,LITHUANIA,1727,1338,1338,2722289,62674,45,Litauen
16142,2020-06-10,LUXEMBOURG,4046,3902,3902,625978,2590,40,Luxemburg
16143,2020-06-10,MADAGASCAR,1138,274,274,27691018,581795,20,Madagaskar
16144,2020-06-10,MALAWI,455,55,55,19129952,94280,18,Malawi
16145,2020-06-10,MALAYSIA,8336,6975,6975,32365999,328550,30,Malaysia
16146,2020-06-10,MALDIVES,1942,1010,1010,540544,300,30,Malediven
16147,2020-06-10,MALI,1586,931,931,20250833,1220190,16,Mali
16148,2020-06-10,MALTA,632,597,597,441543,320,43,Malta
16149,2020-06-10,MARTINIQUE,202,98,98,375265,1060,47,Martinique
16150,2020-06-10,MAURITANIA,1162,139,139,4649658,1030700,20,Mauritanien
16151,2020-06-10,MAURITIUS,337,324,324,1271768,2030,37,Mauritius
16152,2020-06-10,MAYOTTE,2175,1654,1654,272815,375,20,Mayotte
16153,2020-06-10,MEXICO,124301,90748,90748,128932753,1943950,29,Mexiko
16154,2020-06-10,MICRONESIA (FED. STATES OF),0,0,0,115023,700,24,Micronesia (Fed. States Of)
16155,2020-06-10,MONGOLIA,194,87,87,3278290,1553560,28,Mongolei
16156,2020-06-10,MONTENEGRO,324,315,315,628066,13450,39,Montenegro
16157,2020-06-10,MOROCCO,8437,7493,7493,36910560,446300,30,Marokko
16158,2020-06-10,MOZAMBIQUE,453,136,136,31255435,786380,18,Mozambique
16159,2020-06-10,MYANMAR,246,159,159,54409800,653290,29,Myanmar
16160,2020-06-10,NAMIBIA,31,16,16,2540905,823290,22,Namibia
16161,2020-06-10,NEPAL,4086,584,584,29136808,143350,25,Nepal
16162,2020-06-10,NETHERLANDS,47903,0,0,17134872,33720,43,Niederlande
16163,2020-06-10,NEW CALEDONIA,21,20,20,285498,18280,34,Neu-Kaledonien
16164,2020-06-10,NEW ZEALAND,1504,1482,1482,4822233,263310,38,Neuseeland
16165,2020-06-10,NICARAGUA,1464,953,953,6624554,120340,26,Nicaragua
16166,2020-06-10,NIGER,974,871,871,24206644,1266700,15,Niger
16167,2020-06-10,NIGERIA,13464,4206,4206,206139589,910770,18,Nigeria
16168,2020-06-10,N. MACEDONIA,3239,1658,1658,2083374,25220,39,N. Mazedonien
16169,2020-06-10,NORWAY,8576,0,0,5421241,365268,40,Norwegen
16170,2020-06-10,OMAN,18198,4152,4152,5106626,309500,31,Oman
16171,2020-06-10,PAKISTAN,113702,36308,36308,220892340,770880,23,Pakistan
16172,2020-06-10,PANAMA,17233,10561,10561,4314767,74340,30,Panama
16173,2020-06-10,PAPUA NEW GUINEA,8,8,8,8947024,452860,22,Papua Neu-Guinea
16174,2020-06-10,PARAGUAY,1187,604,604,7132538,397300,26,Paraguay
16175,2020-06-10,PERU,203736,92929,92929,32971854,1280000,31,Peru
16176,2020-06-10,PHILIPPINES,22992,4736,4736,109581078,298170,26,Philippinen
16177,2020-06-10,POLAND,27560,13196,13196,37846611,306230,42,Polen
16178,2020-06-10,PORTUGAL,35306,21339,21339,10196709,91590,46,Portugal
16179,2020-06-10,PUERTO RICO,5185,850,850,2860853,8870,44,Puerto Rico
16180,2020-06-10,QATAR,71879,47569,47569,2881053,11610,32,Katar
16181,2020-06-10,S. KOREA,11902,10611,10611,51269185,97230,44,S. Korea
16182,2020-06-10,MOLDOVA,10025,5797,5797,4033963,32850,38,Moldawien
16183,2020-06-10,REUNION,481,447,447,895312,2500,36,Réunion
16184,2020-06-10,ROMANIA,20749,14910,14910,19237691,230170,43,Rumänien
16185,2020-06-10,RUSSIA,485253,242397,242397,145934462,16376870,40,Russland
16186,2020-06-10,RWANDA,463,300,300,12952218,24670,20,Rwanda
16187,2020-06-10,SAINT LUCIA,19,18,18,183627,610,34,Saint Lucia
16188,2020-06-10,SAINT VINCENT,27,25,25,110940,390,33,Saint Vincent
16189,2020-06-10,SAMOA,0,0,0,198414,2830,22,Samoa
16190,2020-06-10,SAO TOME AND PRINCIPE,514,76,76,219159,960,19,Sao Tome Und Principe
16191,2020-06-10,SAUDI ARABIA,108571,76339,76339,34813871,2149690,32,Saudi Arabien
16192,2020-06-10,SENEGAL,4516,2809,2809,16743927,192530,19,Senegal
16193,2020-06-10,SERBIA,11965,11348,11348,8737371,87460,42,Serbien
16194,2020-06-10,SEYCHELLES,11,11,11,98347,460,34,Seychelles
16195,2020-06-10,SIERRA LEONE,1025,621,621,7976983,72180,19,Sierra Leone
16196,2020-06-10,SINGAPORE,38514,25877,25877,5850342,700,42,Singapur
16197,2020-06-10,SLOVAKIA,1531,1402,1402,5459642,48088,41,Slowakei
16198,2020-06-10,SLOVENIA,1486,293,293,2078938,20140,45,Slowenien
16199,2020-06-10,SOLOMON ISLANDS,0,0,0,686884,27990,20,Salomon-Inseln
16200,2020-06-10,SOMALIA,2416,489,489,15893222,627340,17,Somalia
16201,2020-06-10,S. AFRICA,52991,29006,29006,59308690,1213090,28,Südafrika
16202,2020-06-10,S. SUDAN,1604,15,15,11193725,610952,19,Südsudan
16203,2020-06-10,SPAIN,241966,150376,150376,46754778,498800,45,Spanien
16204,2020-06-10,SRI LANKA,1859,1057,1057,21413249,62710,34,Sri Lanka
16205,2020-06-10,PALESTINE,375,315,315,5101414,6020,21,Palästina
16206,2020-06-10,SUDAN,6427,2127,2127,43849260,1765048,20,Sudan
16207,2020-06-10,SURINAME,137,9,9,586632,156000,29,Suriname
16208,2020-06-10,SWEDEN,45924,4971,4971,10099265,410340,41,Schweden
16209,2020-06-10,SWITZERLAND,30988,28700,28700,8654622,39516,43,Schweiz
16210,2020-06-10,SYRIA,146,62,62,17500658,183630,26,Syrien
16211,2020-06-10,TAJIKISTAN,4690,2815,2815,9537645,139960,22,Tajikistan
16212,2020-06-10,THAILAND,3125,2981,2981,69799978,510890,40,Thailand
16213,2020-06-10,TIMOR-LESTE,24,24,24,1318445,14870,21,Timor-Leste
16214,2020-06-10,TOGO,501,260,260,8278724,54390,19,Togo
16215,2020-06-10,TONGA,0,0,0,105695,720,22,Tonga
16216,2020-06-10,TRINIDAD AND TOBAGO,117,109,109,1399488,5130,36,Trinidad Und Tobago
16217,2020-06-10,TUNISIA,1087,982,982,11818619,155360,33,Tunesien
16218,2020-06-10,TURKEY,172114,144598,144598,84339067,769630,32,Türkei
16219,2020-06-10,TURKMENISTAN,0,0,0,6031200,469930,27,Turkmenistan
16220,2020-06-10,UGANDA,686,118,118,45741007,199810,17,Uganda
16221,2020-06-10,UKRAINE,27856,12412,12412,43733762,579320,41,Ukraine
16222,2020-06-10,UAE,39904,22740,22740,19890402,83600,33,Vereinigte Arabische Emirate
16223,2020-06-10,UNITED KINGDOM,289140,0,0,67886011,241930,40,Grossbritannien
16224,2020-06-10,TANZANIA,509,183,183,59734218,885800,18,Tansania
16225,2020-06-10,UNITED STATES,2045549,788862,788862,331002651,9147420,38,Vereinigte Staaten
16226,2020-06-10,US VIRGIN ISLANDS,71,62,62,-1,-1,-1,Us Jungferninseln
16227,2020-06-10,URUGUAY,846,754,754,3473730,175020,36,Uruguay
16228,2020-06-10,UZBEKISTAN,4547,3459,3459,33469203,425400,28,Usbekistan
16229,2020-06-10,VANUATU,0,0,0,307145,12190,21,Vanuatu
16230,2020-06-10,VENEZUELA,2632,487,487,28435940,882050,30,Venezuela
16231,2020-06-10,VIETNAM,332,317,317,97338579,310070,32,Vietnam
16232,2020-06-10,WESTERN SAHARA,9,6,6,597339,266000,28,Westsahara
16233,2020-06-10,YEMEN,524,23,23,29825964,527970,20,Jemen
16234,2020-06-10,ZAMBIA,1200,912,912,18383955,743390,18,Sambia
16235,2020-06-10,ZIMBABWE,314,46,46,14862924,386850,19,Zimbabwe
16236,2020-06-10,OTHER,712,654,654,-1,-1,-1,Diamond Princess (Schiff)
16237,2020-06-10,SAN MARINO,688,483,483,33931,60,-1,San Marino
16238,2020-06-10,MONACO,99,93,93,39242,1,-1,Monaco
16239,2020-06-10,ANDORRA,852,757,757,77265,470,-1,Andorra
16240,2020-06-10,LIECHTENSTEIN,82,55,55,38128,160,-1,Liechtenstein
16241,2020-06-10,FAEROE ISLANDS,187,187,187,48863,1396,-1,Färöer Inseln
16242,2020-06-10,GIBRALTAR,176,165,165,33691,10,-1,Gibraltar
16243,2020-06-10,VATICAN CITY,12,12,12,825,1,-1,Vatikanstadt
16244,2020-06-10,SAINT BARTHELEMY,6,6,6,9877,21,-1,Saint Barthelemy
16245,2020-06-10,SAINT MARTIN,41,33,33,38666,53,-1,Sankt Martin
16246,2020-06-10,CAYMAN ISLAND,176,104,104,65722,240,-1,Cayman Inseln
16247,2020-06-10,KOSOVO,1263,912,912,1945000,-1,-1,Kosovo
16248,2020-06-10,GREENLAND,13,13,13,56770,410450,-1,Grönland
16249,2020-06-10,MONTSERRAT,11,10,10,4992,100,-1,Montserrat
16250,2020-06-10,SINT MAARTEN,77,61,61,42876,34,-1,Alderney
16251,2020-06-10,BERMUDA,141,120,120,62278,50,-1,Bermuda
16252,2020-06-10,ISLE OF MAN,336,312,312,85033,570,-1,Isle Of Man
16253,2020-06-10,DOMINICA,18,16,16,71986,750,-1,Dominica
16254,2020-06-10,TURKS AND CAICOS,12,11,11,38717,950,-1,Turks-Und Caicosinseln
16255,2020-06-10,BRITISH VIRGIN ISLANDS,8,7,7,30231,150,-1,Britische Jungferninseln
16256,2020-06-10,ST.KITTS AND NEVIS,15,15,15,53199,260,-1,St.Kitts Und Nevis
16257,2020-06-10,ANGUILLA,3,3,3,15003,90,-1,Anguilla
16258,2020-06-10,NORTHERN MARIANA ISLANDS,30,21,21,57559,460,-1,Nördliche Mariana Inseln
16259,2020-06-10,FALKLAND ISLANDS,13,13,13,3480,12170,-1,Falkland Inseln
16260,2020-06-10,CARIBBEAN NETHERLANDS,7,7,7,26223,328,-1,Karibische Niederlande
16261,2020-06-10,SAINT PIERRE MIQUELON,1,1,1,5794,230,-1,Saint Pierre Miquelon
16262,2020-06-10,NAURU,0,0,0,10824,20,-1,Nauru
16263,2020-06-10,Noname1,0,0,0,-1,-1,-1,Noname1
16264,2020-06-10,Noname1,0,0,0,-1,-1,-1,Noname1
16265,2020-06-11,AFGHANISTAN,22890,3326,3326,38928346,652860,18,Afghanistan
16266,2020-06-11,ALBANIA,1341,980,980,2877797,27400,36,Albanien
16267,2020-06-11,ALGERIA,10484,7074,7074,43851044,2381740,29,Algerien
16268,2020-06-11,ANGOLA,113,40,40,32866272,1246700,17,Angola
16269,2020-06-11,ANTIGUA AND BARBUDA,26,20,20,97929,440,34,Antigua Und Barbuda
16270,2020-06-11,ARGENTINA,25987,7991,7991,45195774,2736690,32,Argentinien
16271,2020-06-11,ARMENIA,14103,5226,5226,2963243,28470,35,Armenien
16272,2020-06-11,ARUBA,101,98,98,106766,180,41,Aruba
16273,2020-06-11,AUSTRALIA,7285,6759,6759,25499884,7682300,38,Australien
16274,2020-06-11,AUSTRIA,17005,15910,15910,9006398,82409,43,Österreich
16275,2020-06-11,AZERBAIJAN,8530,4720,4720,10139177,82658,32,Aserbaidschan
16276,2020-06-11,BAHAMAS,103,67,67,393244,10010,32,Bahamas
16277,2020-06-11,BAHRAIN,16200,11109,11109,1701575,760,32,Bahrain
16278,2020-06-11,BANGLADESH,74865,15900,15900,164689383,130170,28,Bangladesch
16279,2020-06-11,BARBADOS,96,83,83,287375,430,40,Barbados
16280,2020-06-11,BELARUS,51066,25667,25667,9449323,202910,40,Weissrussland
16281,2020-06-11,BELGIUM,59569,16392,16392,11589623,30280,42,Belgien
16282,2020-06-11,BELIZE,20,16,16,397628,22810,25,Belize
16283,2020-06-11,BENIN,305,188,188,12123200,112760,19,Benin
16284,2020-06-11,BHUTAN,62,18,18,771608,38117,28,Bhutan
16285,2020-06-11,BOLIVIA,15281,2261,2261,11673021,1083300,26,Bolivien
16286,2020-06-11,BOSNIA-HERZEGOVINA,2804,2063,2063,3280819,51000,43,Bosnien-Herzegowina
16287,2020-06-11,BOTSWANA,48,24,24,2351627,566730,24,Botswana
16288,2020-06-11,BRAZIL,775184,396692,396692,212559417,8358140,33,Brasilien
16289,2020-06-11,BRUNEI,141,138,138,437479,5270,32,Brunei
16290,2020-06-11,BULGARIA,2993,1664,1664,6948445,108560,45,Bulgarien
16291,2020-06-11,BURKINA FASO,891,765,765,20903273,273600,18,Burkina Faso
16292,2020-06-11,BURUNDI,83,45,45,11890784,25680,17,Burundi
16293,2020-06-11,CABO VERDE,615,294,294,555987,4030,28,Kapverden
16294,2020-06-11,CAMBODIA,126,125,125,16718965,176520,26,Kambodscha
16295,2020-06-11,CAMEROON,8681,4836,4836,26545863,472710,19,Kamerun
16296,2020-06-11,CANADA,97125,56639,56639,37742154,9093510,41,Kanada
16297,2020-06-11,CENTRAL AFRICAN REPUBLIC,1888,38,38,4829767,622980,18,Zentralafrikanische Republik
16298,2020-06-11,CHAD,846,706,706,16425864,1259200,17,Tschad
16299,2020-06-11,CHANNEL ISLANDS,565,530,530,173863,190,43,Kanalinseln
16300,2020-06-11,CHILE,148496,121820,121820,19116201,743532,35,Chile
16301,2020-06-11,"CHINA, Mainland",83057,78361,78361,1439323776,9388211,38,China
16302,2020-06-11,HONG KONG,1108,1051,1051,7496981,1050,45,Hongkong
16303,2020-06-11,MACAU,45,45,45,649335,30,39,Macau
16304,2020-06-11,TAIWAN,443,431,431,23816775,35410,42,Taiwan
16305,2020-06-11,COLOMBIA,43682,17333,17333,50882891,1109500,31,Kolumbien
16306,2020-06-11,COMOROS,162,97,97,869601,1861,20,Comoros
16307,2020-06-11,CONGO,728,221,221,5518087,341500,19,Kongo
16308,2020-06-11,COSTA RICA,1461,722,722,5094118,51060,33,Costa Rica
16309,2020-06-11,COTE D'IVOIRE,4181,2174,2174,26378274,318000,19,Elfenbeinkueste
16310,2020-06-11,CROATIA,2249,2130,2130,4105267,55960,44,Kroatien
16311,2020-06-11,CUBA,2211,1886,1886,11326616,106440,42,Kuba
16312,2020-06-11,CURACAO,22,15,15,164093,444,42,Curacao
16313,2020-06-11,CYPRUS,974,807,807,1207359,9240,37,Zypern
16314,2020-06-11,CZECH REPUBLIC,9824,7111,7111,10708981,77240,43,Tschechien
16315,2020-06-11,DPR KOREA,0,0,0,25778816,120410,35,Dpr Korea
16316,2020-06-11,DR CONGO,4390,565,565,89561403,2267050,17,Dr Kongo
16317,2020-06-11,DENMARK,12016,10904,10904,5792202,42430,42,Dänemark
16318,2020-06-11,DJIBOUTI,4373,2260,2260,988000,23180,27,Djibouti
16319,2020-06-11,DOMINICAN REPUBLIC,20808,12318,12318,10847910,48320,28,Dominikanische Republik
16320,2020-06-11,ECUADOR,44440,21862,21862,17643054,248360,28,Ecuador
16321,2020-06-11,EGYPT,38284,10289,10289,102334404,995450,25,Ägypten
16322,2020-06-11,EL SALVADOR,3274,1453,1453,6486205,20720,28,El Salvador
16323,2020-06-11,EQUATORIAL GUINEA,1306,200,200,1402985,28050,22,Äquatorialguinea
16324,2020-06-11,ERITREA,41,39,39,3546421,101000,19,Eritrea
16325,2020-06-11,ESTONIA,1958,1690,1690,1326535,42390,42,Estland
16326,2020-06-11,ESWATINI,398,236,236,1160164,17200,21,Eswatini
16327,2020-06-11,ETHIOPIA,2506,401,401,114963588,1000000,19,Äthiopien
16328,2020-06-11,FIJI,18,18,18,896445,18270,28,Fiji
16329,2020-06-11,FINLAND,7040,0,0,5540720,303890,43,Finnland
16330,2020-06-11,FRANCE,155136,71832,71832,65273511,547557,42,Frankreich
16331,2020-06-11,FRENCH GUIANA,865,457,457,298682,82200,25,Französisch-Guayana
16332,2020-06-11,FRENCH POLYNESIA,60,60,60,280908,3660,34,Französisch Polynesien
16333,2020-06-11,GABON,3375,978,978,2225734,257670,23,Gabon
16334,2020-06-11,GAMBIA,28,22,22,2416668,10120,18,Gambia
16335,2020-06-11,GEORGIA,827,690,690,3989167,69490,38,Georgia
16336,2020-06-11,GERMANY,186522,170683,170683,83783942,348560,46,Deutschland
16337,2020-06-11,GHANA,10201,3755,3755,31072940,227540,22,Ghana
16338,2020-06-11,GREECE,3068,1442,1442,10423054,128900,46,Griechenland
16339,2020-06-11,GRENADA,23,22,22,112523,340,32,Grenada
16340,2020-06-11,GUADELOUPE,164,144,144,400124,1690,44,Guadeloupe
16341,2020-06-11,GUAM,180,162,162,168775,540,31,Guam
16342,2020-06-11,GUATEMALA,8221,1504,1504,17915568,107160,23,Guatemala
16343,2020-06-11,GUINEA,4258,2942,2942,13132795,245720,18,Guinea
16344,2020-06-11,GUINEA-BISSAU,1389,153,153,1968001,28120,19,Guinea-Bissau
16345,2020-06-11,GUYANA,156,92,92,786552,196850,27,Guyana
16346,2020-06-11,HAITI,3796,24,24,11402528,27560,24,Haiti
16347,2020-06-11,HONDURAS,7360,809,809,9904607,111890,24,Honduras
16348,2020-06-11,HUNGARY,4027,2355,2355,9660351,90530,43,Ungarn
16349,2020-06-11,ICELAND,1807,1794,1794,341243,100250,37,Island
16350,2020-06-11,INDIA,287155,141006,141006,1380004385,2973190,28,Indien
16351,2020-06-11,INDONESIA,34316,12129,12129,273523615,1811570,30,Indonesien
16352,2020-06-11,IRAN,177938,140590,140590,83992949,1628550,32,Iran
16353,2020-06-11,IRAQ,15414,6214,6214,40222493,434320,21,Irak
16354,2020-06-11,IRELAND,25231,22698,22698,4937786,68890,38,Irland
16355,2020-06-11,ISRAEL,18355,15168,15168,8655535,21640,30,Israel
16356,2020-06-11,ITALY,235763,169939,169939,60461826,294140,47,Italien
16357,2020-06-11,JAMAICA,605,407,407,2961167,10830,31,Jamaika
16358,2020-06-11,JAPAN,17306,15298,15298,126476461,364555,48,Japan
16359,2020-06-11,JORDAN,863,663,663,10203134,88780,24,Jordan
16360,2020-06-11,KAZAKHSTAN,13558,8345,8345,18776707,2699700,31,Kasachstan
16361,2020-06-11,KENYA,3094,1048,1048,53771296,569140,20,Kenia
16362,2020-06-11,KIRIBATI,0,0,0,119449,810,23,Kiribati
16363,2020-06-11,KUWAIT,33823,23288,23288,4270571,17820,37,Kuwait
16364,2020-06-11,KYRGYZSTAN,2129,1630,1630,6524195,191800,26,Kyrgyzstan
16365,2020-06-11,LAOS,19,19,19,7275560,230800,24,Laos
16366,2020-06-11,LATVIA,1092,794,794,1886198,62200,44,Lettland
16367,2020-06-11,LEBANON,1388,832,832,6825445,10230,30,Libanon
16368,2020-06-11,LESOTHO,4,2,2,2142249,30360,24,Lesotho
16369,2020-06-11,LIBERIA,397,200,200,5057681,96320,19,Liberia
16370,2020-06-11,LIBYA,378,59,59,6871292,1759540,29,Libyen
16371,2020-06-11,LITHUANIA,1733,1369,1369,2722289,62674,45,Litauen
16372,2020-06-11,LUXEMBOURG,4049,3904,3904,625978,2590,40,Luxemburg
16373,2020-06-11,MADAGASCAR,1162,296,296,27691018,581795,20,Madagaskar
16374,2020-06-11,MALAWI,455,55,55,19129952,94280,18,Malawi
16375,2020-06-11,MALAYSIA,8338,7014,7014,32365999,328550,30,Malaysia
16376,2020-06-11,MALDIVES,1962,1121,1121,540544,300,30,Malediven
16377,2020-06-11,MALI,1667,948,948,20250833,1220190,16,Mali
16378,2020-06-11,MALTA,635,597,597,441543,320,43,Malta
16379,2020-06-11,MARTINIQUE,202,98,98,375265,1060,47,Martinique
16380,2020-06-11,MAURITANIA,1283,142,142,4649658,1030700,20,Mauritanien
16381,2020-06-11,MAURITIUS,337,325,325,1271768,2030,37,Mauritius
16382,2020-06-11,MAYOTTE,2226,1654,1654,272815,375,20,Mayotte
16383,2020-06-11,MEXICO,129184,93930,93930,128932753,1943950,29,Mexiko
16384,2020-06-11,MICRONESIA (FED. STATES OF),0,0,0,115023,700,24,Micronesia (Fed. States Of)
16385,2020-06-11,MONGOLIA,194,89,89,3278290,1553560,28,Mongolei
16386,2020-06-11,MONTENEGRO,324,315,315,628066,13450,39,Montenegro
16387,2020-06-11,MOROCCO,8508,7565,7565,36910560,446300,30,Marokko
16388,2020-06-11,MOZAMBIQUE,472,138,138,31255435,786380,18,Mozambique
16389,2020-06-11,MYANMAR,249,165,165,54409800,653290,29,Myanmar
16390,2020-06-11,NAMIBIA,31,17,17,2540905,823290,22,Namibia
16391,2020-06-11,NEPAL,4364,674,674,29136808,143350,25,Nepal
16392,2020-06-11,NETHERLANDS,48087,0,0,17134872,33720,43,Niederlande
16393,2020-06-11,NEW CALEDONIA,21,20,20,285498,18280,34,Neu-Kaledonien
16394,2020-06-11,NEW ZEALAND,1504,1482,1482,4822233,263310,38,Neuseeland
16395,2020-06-11,NICARAGUA,1464,953,953,6624554,120340,26,Nicaragua
16396,2020-06-11,NIGER,974,876,876,24206644,1266700,15,Niger
16397,2020-06-11,NIGERIA,13873,4351,4351,206139589,910770,18,Nigeria
16398,2020-06-11,N. MACEDONIA,3364,1664,1664,2083374,25220,39,N. Mazedonien
16399,2020-06-11,NORWAY,8594,0,0,5421241,365268,40,Norwegen
16400,2020-06-11,OMAN,18887,5640,5640,5106626,309500,31,Oman
16401,2020-06-11,PAKISTAN,119536,38391,38391,220892340,770880,23,Pakistan
16402,2020-06-11,PANAMA,17889,10977,10977,4314767,74340,30,Panama
16403,2020-06-11,PAPUA NEW GUINEA,8,8,8,8947024,452860,22,Papua Neu-Guinea
16404,2020-06-11,PARAGUAY,1202,619,619,7132538,397300,26,Paraguay
16405,2020-06-11,PERU,208823,98031,98031,32971854,1280000,31,Peru
16406,2020-06-11,PHILIPPINES,23732,4895,4895,109581078,298170,26,Philippinen
16407,2020-06-11,POLAND,27842,13411,13411,37846611,306230,42,Polen
16408,2020-06-11,PORTUGAL,35600,21742,21742,10196709,91590,46,Portugal
16409,2020-06-11,PUERTO RICO,5329,850,850,2860853,8870,44,Puerto Rico
16410,2020-06-11,QATAR,73595,49413,49413,2881053,11610,32,Katar
16411,2020-06-11,S. KOREA,11947,10654,10654,51269185,97230,44,S. Korea
16412,2020-06-11,MOLDOVA,10321,5930,5930,4033963,32850,38,Moldawien
16413,2020-06-11,REUNION,486,447,447,895312,2500,36,Réunion
16414,2020-06-11,ROMANIA,20945,15103,15103,19237691,230170,43,Rumänien
16415,2020-06-11,RUSSIA,493657,252783,252783,145934462,16376870,40,Russland
16416,2020-06-11,RWANDA,476,307,307,12952218,24670,20,Rwanda
16417,2020-06-11,SAINT LUCIA,19,18,18,183627,610,34,Saint Lucia
16418,2020-06-11,SAINT VINCENT,27,25,25,110940,390,33,Saint Vincent
16419,2020-06-11,SAMOA,0,0,0,198414,2830,22,Samoa
16420,2020-06-11,SAO TOME AND PRINCIPE,611,135,135,219159,960,19,Sao Tome Und Principe
16421,2020-06-11,SAUDI ARABIA,112288,77954,77954,34813871,2149690,32,Saudi Arabien
16422,2020-06-11,SENEGAL,4640,2885,2885,16743927,192530,19,Senegal
16423,2020-06-11,SERBIA,12031,11348,11348,8737371,87460,42,Serbien
16424,2020-06-11,SEYCHELLES,11,11,11,98347,460,34,Seychelles
16425,2020-06-11,SIERRA LEONE,1062,637,637,7976983,72180,19,Sierra Leone
16426,2020-06-11,SINGAPORE,38965,26532,26532,5850342,700,42,Singapur
16427,2020-06-11,SLOVAKIA,1533,1404,1404,5459642,48088,41,Slowakei
16428,2020-06-11,SLOVENIA,1488,293,293,2078938,20140,45,Slowenien
16429,2020-06-11,SOLOMON ISLANDS,0,0,0,686884,27990,20,Salomon-Inseln
16430,2020-06-11,SOMALIA,2452,506,506,15893222,627340,17,Somalia
16431,2020-06-11,S. AFRICA,55421,31505,31505,59308690,1213090,28,Südafrika
16432,2020-06-11,S. SUDAN,1606,15,15,11193725,610952,19,Südsudan
16433,2020-06-11,SPAIN,242280,150376,150376,46754778,498800,45,Spanien
16434,2020-06-11,SRI LANKA,1869,1122,1122,21413249,62710,34,Sri Lanka
16435,2020-06-11,PALESTINE,665,565,565,5101414,6020,21,Palästina
16436,2020-06-11,SUDAN,6582,2202,2202,43849260,1765048,20,Sudan
16437,2020-06-11,SURINAME,144,9,9,586632,156000,29,Suriname
16438,2020-06-11,SWEDEN,46814,4971,4971,10099265,410340,41,Schweden
16439,2020-06-11,SWITZERLAND,31011,28700,28700,8654622,39516,43,Schweiz
16440,2020-06-11,SYRIA,152,68,68,17500658,183630,26,Syrien
16441,2020-06-11,TAJIKISTAN,4763,2947,2947,9537645,139960,22,Tajikistan
16442,2020-06-11,THAILAND,3125,2987,2987,69799978,510890,40,Thailand
16443,2020-06-11,TIMOR-LESTE,24,24,24,1318445,14870,21,Timor-Leste
16444,2020-06-11,TOGO,522,265,265,8278724,54390,19,Togo
16445,2020-06-11,TONGA,0,0,0,105695,720,22,Tonga
16446,2020-06-11,TRINIDAD AND TOBAGO,117,109,109,1399488,5130,36,Trinidad Und Tobago
16447,2020-06-11,TUNISIA,1087,983,983,11818619,155360,33,Tunesien
16448,2020-06-11,TURKEY,173036,146839,146839,84339067,769630,32,Türkei
16449,2020-06-11,TURKMENISTAN,0,0,0,6031200,469930,27,Turkmenistan
16450,2020-06-11,UGANDA,686,119,119,45741007,199810,17,Uganda
16451,2020-06-11,UKRAINE,29070,13141,13141,43733762,579320,41,Ukraine
16452,2020-06-11,UAE,40507,24017,24017,19890402,83600,33,Vereinigte Arabische Emirate
16453,2020-06-11,UNITED KINGDOM,290143,0,0,67886011,241930,40,Grossbritannien
16454,2020-06-11,TANZANIA,509,183,183,59734218,885800,18,Tansania
16455,2020-06-11,UNITED STATES,2066401,808494,808494,331002651,9147420,38,Vereinigte Staaten
16456,2020-06-11,US VIRGIN ISLANDS,71,62,62,-1,-1,-1,Us Jungferninseln
16457,2020-06-11,URUGUAY,847,758,758,3473730,175020,36,Uruguay
16458,2020-06-11,UZBEKISTAN,4695,3532,3532,33469203,425400,28,Usbekistan
16459,2020-06-11,VANUATU,0,0,0,307145,12190,21,Vanuatu
16460,2020-06-11,VENEZUELA,2738,487,487,28435940,882050,30,Venezuela
16461,2020-06-11,VIETNAM,332,320,320,97338579,310070,32,Vietnam
16462,2020-06-11,WESTERN SAHARA,9,6,6,597339,266000,28,Westsahara
16463,2020-06-11,YEMEN,560,23,23,29825964,527970,20,Jemen
16464,2020-06-11,ZAMBIA,1200,912,912,18383955,743390,18,Sambia
16465,2020-06-11,ZIMBABWE,320,49,49,14862924,386850,19,Zimbabwe
16466,2020-06-11,OTHER,712,654,654,-1,-1,-1,Diamond Princess (Schiff)
16467,2020-06-11,SAN MARINO,691,496,496,33931,60,-1,San Marino
16468,2020-06-11,MONACO,99,93,93,39242,1,-1,Monaco
16469,2020-06-11,ANDORRA,852,759,759,77265,470,-1,Andorra
16470,2020-06-11,LIECHTENSTEIN,82,55,55,38128,160,-1,Liechtenstein
16471,2020-06-11,FAEROE ISLANDS,187,187,187,48863,1396,-1,Färöer Inseln
16472,2020-06-11,GIBRALTAR,176,169,169,33691,10,-1,Gibraltar
16473,2020-06-11,VATICAN CITY,12,12,12,825,1,-1,Vatikanstadt
